Sample_text,Category,Final Label,Reasoning
বছর ধরে দেশে ধর্ষন হত্যা চালিয়ে যাচ্ছে জংলি নামক মাফিয়ালীগ তারা কি রাজাকার না,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
কিরে রনি তুই কি মাহির ও ছাত্র হওয়ার যোগ্যতা রাখিস না,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।"
তোমার মত জামা তি মুস লিম দের দোয়া প্র য়োজন নাই  তো দের অন্তরে কা লো দাগ কারন তোরা পা কি ও রাজাকা দের র ক্তো তো দের শ রি রে মেসান  তোদের রাজাকার বাপ দের থে কে ফ রিদউ দ্দিন মুসুদ গুন ভলি কারন তি নি একজন মু ক্তি যুদ্ধা ও অা লেম,Political,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
রাজাকাররা মিছিল করছে তখণ ইসলাম পিয় দল গুলো কোথায় আজ তোমাদের দরকার,Political,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
রাজাকারদের মন্ত্রী বানানোর দায়ে তার আরও কঠিন বিচার বাকি আছে,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।"
পার্থ সালার পুত হলো হাসিনার বড় দালাল  পার্থ কে বিএনপির যোট থেকে বাদ দেওয়া হক,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
জামাত শিবির হিসাবে চালিয়ে দিয়েন আওমীলীগত ফেরেস্তা তাইনা,Political,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
পরিকল্পিত ভাবে রুবেল নাসির এবং আল আমিনের ক্যারিয়ার ধ্বংস করে দিচ্ছে পাপনভাজা আর তার গৃহপালিত শয়তান গুলো এরাও একধরনের রাজাকার দেশের শত্রু ক্রিকেট প্রেমীদের কাছে এদের নোংরা রাজনীতির মুখোশ আস্তে আস্তে উম্মোচিত হচ্ছে ওরা হয়তো বুঝতে পারছেনা আমরা বাঙালিরা এমন একটা জাতি মাথায় তুলে নাচতে যেমন পারি মুখোশ খুল্লেই জুতোপেটা করতেও পারি,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
বাপ বেটা মিলে নতুন দালালী শুরু করছিলো,Political,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
তাহলে মনে হয় শিবির হবে,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।"
মাহি বি চৌধুরী একলা হয়ে এখন কুত্তার মতো ঘেউ ঘেউ করতেছে,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।"
মইনুল রাজনৈতিকভাবে চরিত্রহীন,Political,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।"
না বাংলাদেশে যা কিছু হয় সব কিছু জামাত ও শিবিররাই করে,Political,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
প্রকৃতপক্ষে আপনি রাজনৈতিকভাবে চূড়ান্ত চরিত্রহীন,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
বছর ধরে দেশে ধর্ষন হত্যা চালিয়ে যাচ্ছে জংলি নামক মাফিয়ালীগ তারা কি রাজাকার না,Political,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
পার্থ রহমান পুরোপুরি বি এন পির দালাল হয়ে গিয়াছে,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
ডঃ কামাল হোসেন ভারতের দালাল হয়ে বিএনপিকে ধ্বংস করতে এসেছে,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
আরে রাজাকারে মানি বুজস নাকি ডান্ডির বাচচা আবার বড় বড় কথা বলচ পাগল চাগল কুততা,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
২ সালারে  বেধে জামা কাপড় খুলে পাচার মধ্যে ক্রশ ক্রশ করে মারতে হবে  বেত দিয়ে,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
ধন্যবাদ নয়াদিগনত আর ও ধন্যবাদ জানাই শিবির ভাইদেকে ছালিয়ে জাও,Political,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।"
মাহি বি দুই বাব বেটা মিলে ১টা আসন পাবেনা তার আবার বড় বড় কথা,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।"
রাজাকার দের এক ফোটা জল দেওয়া যাবে না,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।"
মাহি বর্তমান রাজনীতিতে আওয়ামী লীগের চামচামী করতেছে,Political,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
দূরে গিয়া মর তোরা নাগরিক কস এখন আর তখন যদি কেউ সরকার বা ক্ষমতাসীন দল গুলোকে নিয়ে মতামত দেয় তখন তোরা আর তাকে নাগরিক বলবি না হয় বলবি রাজাকার নয় বলবি দেশদ্রোহী নয়তো বলবি দলীয় লোক,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
কুত্তালীগ এই সেই লোক যার জুতার বারি খাওয়ার পর ও আরো খেতে চাইতেছে,Political,Violence,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
মাহি মার্কায় ১৫০আসন চাই   এখন বেশি করে খা,Political,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
সরকারের ইন্ধনে রিজার্ভ চুরি হয়েছে একথা সত্য  কিন্তু আপনি যদি বলেন এইকথা তাহলে সরকার আপনাকে হয়তো জঙ্গি নয়তো রাজাকার বলে জেলে ঢুকিয়ে দিবে,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
তোমার মত জামা তি মুস লিম দের দোয়া প্র য়োজন নাই  তো দের অন্তরে কা লো দাগ কারন তোরা পা কি ও রাজাকা দের র ক্তো তো দের শ রি রে মেসান  তোদের রাজাকার বাপ দের থে কে ফ রিদউ দ্দিন মুসুদ গুন ভলি কারন তি নি একজন মু ক্তি যুদ্ধা ও অা লেম,Political,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
জামাত কি তোর মা বোনরে চুদছে মাদার চোদ,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
পৃথিবীর মাঝে সবচেয়ে অভদ্র আর জানয়ার বলতে একটা দেশই রয়েছে তার নাম পাকিস্তান আর বাংগালী এক জানয়ার কমেন্টে লিখেছে টাকা ফেরত দিতে এইহল আমাদের বাংলাদেশ আর রাজাকার তবে আমার মতে যারা পাকিদের সুরে গানগায় তাদের পাকিস্তান চলে যাওয়া উচিত আমরা বিরেরজাতি হারতে শিখিনী বিজয়ী হয়েছি সেটাও যানা আছে তাদের সেই সাহস নেই টাকা চাওয়ার কুত্তা শুধূ ঘৈও ঘৈও ই করতে যানে আর কুত্তাকে কিভাবে ঔষদ দিতে হয় ভাঙালিরা যানে,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
তুই বি এন পিকে চোর বল ডাকাত বল তাতে আমার কি আসে যায়  তোদের এই একটা সমস্যা  তোদের বিরুদ্ধে কেউ কিছু বললে রাজাকার আর বি এন পি হয়ে যায়  তোদের হিস্টোরি সবাই জানে দালালি বাদ দিয়ে ভালো হয়ে যা,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
তুদের কারনেই জামায়াত আজ সাধারাণ মানুষের প্রিয় দলে পরিনত হয়েছে   প্রমান চাইলে নিরপেক্ষ নির্বাচন দিয়ে দেখতে পারিস,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
আমীরের চেয়ারে একটা বাচ্চা ছেলে বসলে সেও রাজাকার হয়ে যাবে,Political,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।"
তোদের মত তকিওনদের পৃথিবী ছারা করতে আমেরিকা ভারত আর ইজরাইল এগুলি ব্যবহার করবে শালা রাজাকার,Political,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
দুইদিনেই রাজাকার হয়ে গেলো   আমারে আমির বানাইলে ও দেখা যাবে এই জানোয়ারের বাচ্ছারা আমাকে রাজাকার বলবে আসলে সাংবাদিক আর আওয়ামী লীগ হলো সেলিম ওসমানের ভাষায়,Political,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।"
তাহলে মনে হয় জামাত শিবিরের লোক    এ সব কথা বলে বলে আজ দেশের এ অবস্থা,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
রাজাকার সমাবেশ করতে পারেন সেটা মন্দ নয়  আপনারাতো রাজাকারদের মন্ত্রী বানাইছেন  এখন মুক্তিযোদ্ধা সমাবেশ করে মুক্তিযুদ্ধকে অপমান ছাড়া আর কিছুই নয়,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
ফুলবাড়িয়া কলেজ নিয়ে আলোচনার দাবী রাখি   আলোচিত রাজাকার মুসলেম উদ্দিন এডভোকেট এম্পি কুন যুক্তিতে হাজার তিনশ ছাত্রের এম্পিও ভূক্ত ফুলবাড়িয়া বিশ্ববিদ্যালয় কলেজ বাদ দিয়ে ছাত্রীর নব্য চালু করা মহিলা কলেজ সরকারী করলেন তার বিস্তারিত আলোচনা হোক,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।"
মকবুল কেন এই যাবৎ যত জামায়াত নেতার ফাসি হয়েছে তারা কেউ রাজাকার বা কোন অপরাধি ছিলনা দোষ একটাই কোরআনের শাসন কায়েমের কাজ করছিল ইতিহাসে এরা কিনতু অমর অমলান,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
দূরে গিয়া মর তোরা নাগরিক কস এখন আর তখন যদি কেউ সরকার বা ক্ষমতাসীন দল গুলোকে নিয়ে মতামত দেয় তখন তোরা আর তাকে নাগরিক বলবি না হয় বলবি রাজাকার নয় বলবি দেশদ্রোহী নয়তো বলবি দলীয় লোক,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।"
তুমি লিখে যা ও বোন  কত্ত রেফারেন্স লাগবে ইনবক্সে আসলে পাবে  খানকীর জারজ রাজাকার দের গুস্টি সাফ চলে চলবে  বুইড়া ইবলিস গুলা ঝুলেছে আর নব্য ইবলিশ গুলি ঝুলবে না ডাাইরেক্ট শ্যুট  ট্রিগার ভরবো পাছায় চাপ দিবা মাথা ছিটকে পড়বে কুত্তাদের ভুরিভোজ এর আয়জোন রেডি হচ্চে  ভাবনা বা ভয়ের কিছুই নাই বোন,Political,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।"
মাহীবি একটা ভেদধব ইস্টপিট,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।"
ওই পুলিশ মনে হয় শিবির জামাত এর কর্মী সে যদি নিজে কর্মী নাও হয় তবে তার এলাকার কেউ জামাত করে  ভাব মুর্তি অর্জনে এভাবেই কাজ করতে হবে  কি বলেন সবাই,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।"
এইটার পিছনে কিন্তু শিবিরের হাত আছে মামু,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
একটু পার আওয়ামীলী সংবাদ সম্মেলন করে বলবে এই ছেলে কোনোদিন আওয়ামীলীগে ছিলো না অমুক জেলার জামায়াত শিবিরের সভাপতি ছিলো,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।"
বি ন পি র পাগলদের এবার বুদ্ধি হবে,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।"
সেই রাজাকার বাহিনী আর জঙ্গী বাহিনী বঙ্গবন্ধু কন্যা শেষ করে দিয়েছে আংকেল এখন আর কোন গন বাহিনী নেই আপনাদের সাথে তাও দেশের মানুষ বুঝেগেছে আংকেল,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
বাংলার জনগন ভারতের পাশ্বে কখনেই থাকবে না থাকবে আওয়ামী লীগ আওয়ামী লীগ মনে করে বাংলাদেশটা আওয়ামী লীগ এর পৈতৃিক সম্পওি এটা তাদের ভূল ধারনা বাংলাদেশর মালিক কোটি জনগন খমতায় থাকার জন্য ভারতের দালালী করছে আওয়ামী লীগ আমরা যুদ্ব করে দেশ স্বাধীন করেছি ভারতের গোলামী করার জন্য নয় আওয়ামী লীগ বাংলার নব্য রাজাকার রুখে দাড়ান এই নব্য রাজাকারদের বিরুদ্বে,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
দেশে গেলেই তোকে ফাসি দিবে  মাদারচুদ  চুরের মত লন্ডনে বসে আছিস কেন সাহস থাকলে দেশে আয়,Political,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
মায়ানমারে মুসলিম হত্যার প্রতিবাদে শিবিরের বিক্ষোভ মিছিল গ্রেফতার,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।"
মাহি যে ব্যক্তি একটা মেম্বার হওয়ার যোগ্য না বেটা বেশি পটর পটর করে,Political,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
আপনার খুরা যুক্তিটা রাজাকারদের যুক্তির মতো মনে হয়  একাত্তরে ভারত যদি এমন যুক্তি দিত তাহলে কেমন হতো  ভেবেচেন কি,Political,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
তারেক চোরাকে দেশে ফিরানোর মত জোড় এখন স্বাধীনতা বিরোধী রাজাকারদের আছে বলেতো মনে হয় না কারণ দেশের মানুষের কাছে তাদের মুখোশতো খুলে গেছে যে তার বাপ ছিল পাকিদের বাংলাদেশী এজেন্ট,Political,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।"
এদের কে রাজাকার উপাধি দেওয়া হক,Political,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।"
নারায়ণগঞ্জ সিটি নির্বাচনে রাজাকারদের পক্ষে নয় মুক্তিযুদ্ধের পক্ষের শক্তিকে ভোট দিন,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।"
রাজাকার ও জঙ্গি জানোয়ারদের সিন্ডিকেট নাকি সর্বশক্তিমান মহাপ্রভুকেও কিনতে পারে তারা,Political,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।"
আমরা কাউরে জামাতের আমির হইতে দিমুনা   আমির হইলেই রাজাকার বানাইয়া দিমু   তারপর মুহাহাহা,Political,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।"
হাছিনা স্বৈরাচার মুক্ত বাংলাদেশ ছাই নিরপক্ষে নির্বাচন ছাই,Political,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
রাজাকারের সন্তানরা এটাই প্রমান যে আল্লা পাখ তাকে বাঁচিয়ে রাখবেন ইনশা আল্লাহ্র,Political,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।"
এই ঘটনার অন্তরালে জামায়াত শিবিরের ভূমিকা রয়েছে  কেউ রাগ করবেন না একটু ফান করলাম,Political,Harmful,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।"
ভাই কুত্তালিগের দালালি ছারেন সত্তকে প্রকাশ করেন জাতির জনক হল জিয়াউর রহমান,Political,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।"
