Sample_text,Category,Final Label,Reasoning,Female_biased,Not Female_biased,Artist_biased Label,Not Artist_biased Label,Sportsman_biased Label,Not Sports_biased Label,Vlogger_biased Label,Not Vlogger_biased Label,Muslim_biased Label,Hindu_biased Label,Not Muslim and Hindu,Diplomacy_biased Label,Not Diplomacy_biased Label,Security_Analyst_biased Label,Not Security_Analyst_biased Label,Journalist_biased Label,Not Journalist_biased Label,Plitical Personality_biased Label,NonPlitical Personality_biased Label,International Relation Analyst_biased Label,Not International Relation Analyst_biased Label
করছে আর শালা ভারত বাংলাদেশের সাধা,Geopolitical,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
বাংলাদেশে ভারতের কয়কুটি আছে দুষ্টরা এটা বলতে পারছনা ধরাখাবি তাই একথা না বলে যত দুষ নন্দ গুষ আল্লাহ একদিন বিচার নিশ্চিত করবেন,Geopolitical,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
পাকিস্তানের সাত সেনা নিহত হওয়ার দিনটিতে ভারতীয় সেনা নিহত হয়েছিল বলে দাবি করেছেন পাক সেনাপ্রধান জেনারেল রাহিল শরীফ  চলতি মাসের তারিখে ভারতীয় বাহিনীর বিনা উসকানিতে গুলিবর্ষণের জবাব দিলে এ ঘটনা ঘটে বলে জানান তিনি,Geopolitical,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
রহস্য তো আছে সেটা হল ভারত সরকার কারন মুদী কিছু না বল্লেতো হাচিনা প্রসাব ও করতে যায় না মিয়ানমার মুসলিম গনহত্যায় আমার মনে হয় ভারত উসকানি দেয় যেখানে ভারত উসকানি দেয় সেখানে শেখ হাচিনা কিভাবে সাহায্য করবে,Geopolitical,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Harmful
সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা   তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা,Geopolitical,Sexual Harassments,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Sexual Harassments,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Harmful
আরে ভিকারী চুদা রা তোরা কী ভুলে গেলী জে তোদের সাধীনতা আমরা দীয়ে ছিলাম,Geopolitical,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।",Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Harmful,Harmful,Offensive
দেশটাই ভারতকে দিয়ে দে রে,Geopolitical,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive
পারফর্ম করে কি শুভাগত শুভাশিস নুরুল হাসান চান্স পাইসে  তাহলে নাফিজ নাসির আল আমিন তো ইন্টারন্যাশনাল পর্যায় ও প্রিমিয়ার লিগে ভাল করেছে তাহলে দলের বাহিরে কেন তারা  ভারতের দালাল পাপন ও নান্নু  ভারত থেকে প্রেসক্রিপশন আনা হয় বাংলাদেশ দল ঘটন করার আগে এর মাঝে উল্লেখ থাকে হিন্দু কোটা জন বাধ্যতামূলক চান্স দিতে হবে,Geopolitical,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Harmful,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful
পাকিস্তানের জন সৈন্য ভারতের সৈন্যের সমান তার পরেও ভারত পিছু হটবে কেননা মুসলমানদের সাথে আল্লাহ আছে  আর আমরা সেই জাতী আমাদের রুখবে কে  এমন শক্তি কার,Geopolitical,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
তোর মারে মনে হয় চুদছে নারে রেন্ডিয়ার রেপিস্ট পোলা,Geopolitical,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Sexual Harassments,Sexual Harassments,Sexual Harassments,Violence,Harmful,Harmful,Violence,Sexual Harassments,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Sexual Harassments,Violence,Violence,Sexual Harassments,Harmful,Sexual Harassments
১৯৭১ এ ভারত সাহায্য না করলে আজকে এই বাংলা ভাষায় কথা বলতে পারতি না  ফাকিস্তানের পা চাটতি,Geopolitical,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful
ইন্ডিয়া ইচ্ছে চারালের দেশ,Geopolitical,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ভারত তাদের সার্থে যুদ্ধ করেছে বাংলাদেশের জন্য নই,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Not Hateful,Not Hateful,Not Hateful
তুমি পাকিস্তানের রাজাকার নাকি ভাই এদের মতু লোচ্চা আর কোনু দেশ নাই,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।",Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ভারত এর হাতির কত সম্মান আগেই তো দেখেছি এই বাংলাদেশ এ  আর আজ সেই ভারত ট্রেন এক্সিডেন্ট করছে আ হা রে আজ থেকে দশ দিন না খেয়ে থেকে শোক প্রেরেকাশ করতে হবে  আর মায়ানমার এ তো এগুলো কি মানুষ ওরা তো মুসলমান ওদের জন্য মুসলমানরা শোক প্রকাশ করবে,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive
জয় খানকির পোলা তোর রেন্ডিয়াতে মুসলিমদের কেন মারছে তোর মুদির মাকে চুদি তোরাত মরলে পোরে তোকে পেলে জেন্ত পোরা দিব   মালুর বাচ্চা  শেখ হাসিনা বেক্তিগত ভাবে রেন্ডিয়ার পুজা করতে পারে আমরা যারা আওমিলিগ করি  জন রেন্ডিয়ার মাকে চুদি,Geopolitical,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।",Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful,Harmful,Offensive,Offensive
পাকি ও ইন্ডিয়ান দালাল অথবা প্রাচীন ও নব্য দালাল উভয় সমান দোষী,Geopolitical,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive
ভারতের জায়গায় বাংলাদেশ থাকলে তিন সেশনেই খেলা শেষ হইতো বানীতে দাদার দাদা গাঙুলি,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
সড়ক মহাসড়কের মহা দুর্ণীতির মহানায়ক অক্সিজেন কাদের কোরআনের পরিবর্তে মহাভারত পাঠের প্রচারণার জন্য মহা পুরষ্কার পেয়েছেন এখন সালমান এফ রহমানের মত নতুন নতুন দরবেশী নসিহাতনামা পেশ করবেন,Geopolitical,Propaganda,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
নদীতে বাঁধ দিয়ে স্রোতের ধারা পরিবর্তন করা যায় কিন্তু স্রোতকে আটকানো যায় না ভারতের মাটিতে ডঃ জাকির নায়েককে নিষিদ্ধ করলেও তিনি তার জ্ঞ্যান দিয়ে কোরআন ও হাদিসের যে আলো ছড়িয়েছেন তা যুগের পর যুগ দ্বীনের আলো ছড়িয়ই যাবে  ইনশাআল্লাহ,Geopolitical,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
আর জেই ভারত শাসন করেছিল মুসলমানেরা সেই ভারতে আজ মুসলমানদের কি অবস্থা সেটা চোখে পড়েনা আপনাদের  নিজের বেলায় আনা আর অন্যের বেলায় কাচকলা এটাতেই প্রমান হয় আপনারা কত বড় সার্থপর,Geopolitical,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
মায়ান মারে মুসলিম মেরে শেস করে ফেলল তার কোন খবর নাই ভারতে ট্রেন দুর্ঘটনায় হিন্দু মরেছে কিনা তা নিয়ে সরকারের মাথা বেথা হাসাইলি মুরে হহহহহাহাহা,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Violence,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Violence,Offensive,Violence,Offensive,Offensive
এটা আমদের সরকারের ভুল সিদান্ত  পেরাই একশ কোটি টাঁকা বিনা স্বার্থে দেয়ার মত সময় বাংলাদেশ এর এখনো হই নাই   ভারত আমাদের চির শত্রু ওরা স্বার্থ ছাড়া পুজা পর্যন্ত দেয় না  আর যে জন্য এই আয়োজন তা তারা অনেক আগেই নিয়ে নিছে   যেমন আসাম কলকাতা নিয়ে নিছে জুদ্দ করল বাংলাদেশ ক্ষতি পুরন নিল ভারত আর কি চায় ওরা  ম্যাস তা নিএও প্রতারনা,Geopolitical,Harmful,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive
কারণটা কি  আমি তো জানি ইট মারলেই পাটকেল খেতে হয়  এটা তো আর ভারত না যে ইচ্ছা করলেই দেশটাকে ভেঙে ভেঙে পাকিস্তান বানানো যাবে  আবার কাশ্মীর দখলের দুঃসাহস দেখানো যাবে  বৌদ্ধরাই মুসলিমদের জন্য উপযুক্ত হাতিয়ার,Geopolitical,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive
ভারত আমার শত্রু কারন তারা হিন্দু মুসলিম দের উপর অতাচার করছে,Geopolitical,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful
আমার হাতে পতিদিন ভারতেরর মানুষ মার খাই আমি একজন বাংলাদেশি,Geopolitical,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Not Hateful,Offensive,Offensive,Harmful,Harmful,Offensive,Not Hateful,Not Hateful,Not Hateful,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Not Hateful
শুধুমাত্র ভারতীয় দালালদের জন্য কোনো সীমান্ত নেই এমন ভালোবাসা দেখিয়া আমি যারপরনায় খুশি,Geopolitical,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive
ভারতের বিরোধী দলের সাথে জনগনের কোন সম্পর্ক নাই,Geopolitical,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Not Hateful,Not Hateful,Offensive,Not Hateful,Not Hateful,Not Hateful,Offensive,Not Hateful,Not Hateful,Not Hateful,Offensive,Not Hateful,Offensive,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Offensive,Not Hateful,Not Hateful,Not Hateful
ভারত এমন একটি দেশ যার চার পাশের প্রতিটা দেশের নাগরিক রা গৃনা করে  এবং কি সংখা ঘনিস্ট হিন্দু দেশ নেপাল ও,Geopolitical,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive
ভারতের কথা আমি বলবো সারা জীবন বললেও হারামী দের কথা বলা শেষ হবে না,Geopolitical,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
এইতো সেদিন একজন মুক্তিযোদ্ধাকে পিটিয়ে আহত করল আওয়ামিলীগের লোকজন বিচার হল  কি অদ্ভূত নিজের দেশের মুক্তিযোদ্ধাকে পেটাবে আর ভিনদেশের মুক্তিযোদ্ধাদের সম্মাননা দেব এটা ভারতকে তেল মারার চেষ্টা ছাড়া আর কিছুই নয়,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Violence,Offensive
ভারত বাংলাদেশের প্রতিবেশী বাংলাদেশের জন্য সবথেকে বড়,Geopolitical,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Not Hateful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
বাংলাদেশেও হিসাব করলে ভারতীয়দের সংখ্যা কম নয়,Geopolitical,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
শুধু ভারতেই নয়  পৃথিবীর যে কোন দেশেই দাঙ্গার জন্য তো তোদের ভাই গুলাই দায়ী বিশ্বাস না হলে ওয়ার্ল্ড বিশ্বের ক্রাইম রিপোর্ট্স দেখ  তোরা অন্ধের মতো সন্ত্রাসী দের পক্ষ নিস কেনো,Geopolitical,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful
ভারতের সড়যন্ত্রে   পূর্ব পাকিস্তান পৃথক হয়ে যায়,Geopolitical,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
বাংলাদেশকে ভারত সাহায্য করেছে এটা আমাদের জন্য অনেক ভালো তার জন্য কৃতজ্ঞতা প্রকাশ করছি কিন্তু এটা মনে রাখবেন ভারত সাহায্য করেছে শুধুমাত্র তাদের স্বার্থের জন্য,Geopolitical,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
ভারত কে মারলে সবাই খুশি হব,Geopolitical,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Harmful,Violence,Offensive,Violence,Offensive,Offensive,Violence,Violence,Offensive,Harmful,Offensive,Violence,Violence,Violence,Offensive,Violence,Violence,Violence,Violence,Harmful,Harmful
ভারত পাকিস্তান কি করলো সেটা নিয়ে বাঙালী দের ঘুম হারাম হচ্ছে    এদিকে নিজেদের সিমান্তে রোহিঙ্গা এসে ফিরে যাচ্ছে সেদিকে নজর নেই,Geopolitical,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
